"No.","Time","Source","Destination","Protocol","Length","Info"
"171","11.042096962","192.168.100.144","play-fe.googleapis.com","TLSv1.3","583","Client Hello"
"172","11.044890212","192.168.100.144","play-fe.googleapis.com","QUIC","1292","Initial, DCID=123b88db558d34c9, PKN: 2, ACK, PADDING"
"173","11.046648969","play-fe.googleapis.com","192.168.100.144","QUIC","1292","Handshake, SCID=123b88db558d34c9"
"174","11.046674321","play-fe.googleapis.com","192.168.100.144","QUIC","1292","Handshake, SCID=123b88db558d34c9"
"175","11.051013129","192.168.100.144","play-fe.googleapis.com","QUIC","83","Handshake, DCID=123b88db558d34c9"
"176","11.057040038","play-fe.googleapis.com","192.168.100.144","TCP","66","https(443)  >  37090 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=2878056725 TSecr=9309647"
"177","11.059592758","play-fe.googleapis.com","192.168.100.144","QUIC","1257","Handshake, SCID=123b88db558d34c9"
"178","11.059759734","play-fe.googleapis.com","192.168.100.144","QUIC","105","Protected Payload (KP0)"
"179","11.064910324","192.168.100.144","play-fe.googleapis.com","QUIC","83","Handshake, DCID=123b88db558d34c9"
"180","11.065394556","play-fe.googleapis.com","192.168.100.144","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"181","11.065423196","play-fe.googleapis.com","192.168.100.144","TCP","1484","https(443)  >  37090 [PSH, ACK] Seq=1419 Ack=518 Win=66816 Len=1418 TSval=2878056734 TSecr=9309647 [TCP segment of a reassembled PDU]"
"182","11.065451694","play-fe.googleapis.com","192.168.100.144","TCP","1484","https(443)  >  37090 [ACK] Seq=2837 Ack=518 Win=66816 Len=1418 TSval=2878056734 TSecr=9309647 [TCP segment of a reassembled PDU]"
"183","11.065451736","play-fe.googleapis.com","192.168.100.144","TLSv1.3","494","Application Data"
"184","11.067474277","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [ACK] Seq=518 Ack=1419 Win=90624 Len=0 TSval=9309654 TSecr=2878056734"
"185","11.067552245","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [ACK] Seq=518 Ack=2837 Win=93440 Len=0 TSval=9309654 TSecr=2878056734"
"186","11.068005136","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [ACK] Seq=518 Ack=4255 Win=96256 Len=0 TSval=9309654 TSecr=2878056734"
"187","11.068103897","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [ACK] Seq=518 Ack=4683 Win=99072 Len=0 TSval=9309654 TSecr=2878056734"
"188","11.110407241","192.168.100.144","play-fe.googleapis.com","QUIC","125","Handshake, DCID=123b88db558d34c9"
"189","11.112896840","192.168.100.144","play-fe.googleapis.com","QUIC","114","Protected Payload (KP0), DCID=123b88db558d34c9"
"190","11.122297103","192.168.100.144","play-fe.googleapis.com","TLSv1.3","130","Change Cipher Spec, Application Data"
"191","11.123376670","192.168.100.144","play-fe.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=123b88db558d34c9"
"192","11.125192402","play-fe.googleapis.com","192.168.100.144","QUIC","670","Protected Payload (KP0)"
"193","11.125318257","play-fe.googleapis.com","192.168.100.144","QUIC","135","Protected Payload (KP0)"
"194","11.127804495","192.168.100.144","play-fe.googleapis.com","QUIC","1288","Protected Payload (KP0), DCID=123b88db558d34c9"
"195","11.128253027","192.168.100.144","play-fe.googleapis.com","QUIC","841","Protected Payload (KP0), DCID=123b88db558d34c9"
"196","11.129379693","192.168.100.144","play-fe.googleapis.com","QUIC","76","Protected Payload (KP0), DCID=123b88db558d34c9"
"197","11.132588815","192.168.100.144","play-fe.googleapis.com","QUIC","1288","Protected Payload (KP0), DCID=123b88db558d34c9"
"198","11.132849745","192.168.100.144","play-fe.googleapis.com","QUIC","1292","Protected Payload (KP0), DCID=123b88db558d34c9"
"199","11.132975467","192.168.100.144","play-fe.googleapis.com","QUIC","211","Protected Payload (KP0), DCID=123b88db558d34c9"
"200","11.136988749","play-fe.googleapis.com","192.168.100.144","TLSv1.3","680","Application Data, Application Data"
"201","11.138689970","192.168.100.144","play-fe.googleapis.com","TCP","66","37090  >  https(443) [ACK] Seq=582 Ack=5297 Win=101888 Len=0 TSval=9309672 TSecr=2878056806"
"202","11.142332124","play-fe.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"203","11.143086799","play-fe.googleapis.com","192.168.100.144","QUIC","69","Protected Payload (KP0)"
"204","11.147594884","play-fe.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"205","11.211660458","192.168.100.144","play-fe.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=123b88db558d34c9"
"206","11.215020688","play-fe.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"207","11.219524378","192.168.100.144","play-fe.googleapis.com","QUIC","76","Protected Payload (KP0), DCID=123b88db558d34c9"
"208","11.445314463","play-fe.googleapis.com","192.168.100.144","QUIC","1288","Protected Payload (KP0)"
"209","11.445351326","play-fe.googleapis.com","192.168.100.144","QUIC","128","Protected Payload (KP0)"
"210","11.445508907","play-fe.googleapis.com","192.168.100.144","QUIC","227","Protected Payload (KP0)"
"211","11.524465552","play-fe.googleapis.com","192.168.100.144","QUIC","1288","Protected Payload (KP0)"
"212","11.547860472","192.168.100.144","play-fe.googleapis.com","QUIC","76","Protected Payload (KP0), DCID=123b88db558d34c9"
"213","11.553728603","192.168.100.144","play-fe.googleapis.com","QUIC","79","Protected Payload (KP0), DCID=123b88db558d34c9"
"214","11.570211237","192.168.100.144","play-fe.googleapis.com","QUIC","75","Protected Payload (KP0), DCID=123b88db558d34c9"
"215","11.570536676","192.168.100.144","play-fe.googleapis.com","QUIC","77","Protected Payload (KP0), DCID=123b88db558d34c9"
"216","11.590643841","192.168.100.144","192.168.100.1","DNS","87","Standard query 0xdc65 A googleads.g.doubleclick.net"
"217","11.593628397","play-fe.googleapis.com","192.168.100.144","QUIC","67","Protected Payload (KP0)"
"218","11.657095707","192.168.100.1","192.168.100.144","DNS","103","Standard query response 0xdc65 A googleads.g.doubleclick.net A 142.250.74.130"
"219","11.665761027","192.168.100.144","googleads.g.doubleclick.net","TCP","74","54450  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=9309803 TSecr=0 WS=256"
"220","11.667267016","192.168.100.144","googleads.g.doubleclick.net","TCP","74","54452  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=9309804 TSecr=0 WS=256"
"221","11.680313773","googleads.g.doubleclick.net","192.168.100.144","TCP","74","https(443)  >  54450 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=3430298520 TSecr=9309803 WS=256"
"222","11.682735088","googleads.g.doubleclick.net","192.168.100.144","TCP","74","https(443)  >  54452 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=913132954 TSecr=9309804 WS=256"
"223","11.686237973","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1 Ack=1 Win=87808 Len=0 TSval=9309808 TSecr=3430298520"
"224","11.686806410","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54452  >  https(443) [ACK] Seq=1 Ack=1 Win=87808 Len=0 TSval=9309809 TSecr=913132954"
"225","11.686814305","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","583","Client Hello"
"226","11.689300260","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","583","Client Hello"
"227","11.701387883","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54450 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=3430298541 TSecr=9309809"
"228","11.704785784","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54452 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=913132976 TSecr=9309809"
"229","11.711066911","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"230","11.711105880","googleads.g.doubleclick.net","192.168.100.144","TCP","1484","https(443)  >  54450 [PSH, ACK] Seq=1419 Ack=518 Win=66816 Len=1418 TSval=3430298551 TSecr=9309809 [TCP segment of a reassembled PDU]"
"231","11.711143788","googleads.g.doubleclick.net","192.168.100.144","TCP","1484","https(443)  >  54450 [ACK] Seq=2837 Ack=518 Win=66816 Len=1418 TSval=3430298551 TSecr=9309809 [TCP segment of a reassembled PDU]"
"232","11.711143832","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","501","Application Data"
"233","11.712814154","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=518 Ack=1419 Win=90624 Len=0 TSval=9309815 TSecr=3430298551"
"234","11.713006367","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=518 Ack=2837 Win=93440 Len=0 TSval=9309815 TSecr=3430298551"
"235","11.713171720","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=518 Ack=4255 Win=96256 Len=0 TSval=9309815 TSecr=3430298551"
"236","11.713301492","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=518 Ack=4690 Win=99072 Len=0 TSval=9309815 TSecr=3430298551"
"237","11.714063844","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Server Hello, Change Cipher Spec"
"238","11.714156892","googleads.g.doubleclick.net","192.168.100.144","TCP","1484","https(443)  >  54452 [PSH, ACK] Seq=1419 Ack=518 Win=66816 Len=1418 TSval=913132985 TSecr=9309809 [TCP segment of a reassembled PDU]"
"239","11.714156980","googleads.g.doubleclick.net","192.168.100.144","TCP","1484","https(443)  >  54452 [ACK] Seq=2837 Ack=518 Win=66816 Len=1418 TSval=913132985 TSecr=9309809 [TCP segment of a reassembled PDU]"
"240","11.714157055","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","500","Application Data"
"241","11.716126613","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54452  >  https(443) [ACK] Seq=518 Ack=1419 Win=90624 Len=0 TSval=9309816 TSecr=913132985"
"242","11.716155416","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54452  >  https(443) [ACK] Seq=518 Ack=2837 Win=93440 Len=0 TSval=9309816 TSecr=913132985"
"243","11.716285228","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54452  >  https(443) [ACK] Seq=518 Ack=4255 Win=96256 Len=0 TSval=9309816 TSecr=913132985"
"244","11.716354474","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54452  >  https(443) [ACK] Seq=518 Ack=4689 Win=99072 Len=0 TSval=9309816 TSecr=913132985"
"245","11.789071990","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","140","Change Cipher Spec, Application Data"
"246","11.803809893","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1006","Application Data, Application Data"
"247","11.824504452","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","140","Change Cipher Spec, Application Data"
"248","11.824584761","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54452  >  https(443) [FIN, ACK] Seq=592 Ack=4689 Win=99072 Len=0 TSval=9309838 TSecr=913132985"
"249","11.824593007","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","158","Application Data"
"250","11.824694290","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","595","Application Data"
"251","11.824760560","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","160","Application Data"
"252","11.826616662","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1307 Ack=5630 Win=101888 Len=0 TSval=9309844 TSecr=3430298644"
"253","11.827274320","192.168.100.144","googleads.g.doubleclick.net","TLSv1.3","97","Application Data"
"254","11.839094058","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","97","Application Data"
"255","11.839249987","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54450 [ACK] Seq=5661 Ack=1307 Win=67840 Len=0 TSval=3430298679 TSecr=9309842"
"256","11.839870428","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","599","Application Data"
"257","11.839940197","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"258","11.840008747","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"259","11.840008837","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"260","11.840771048","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1006","Application Data, Application Data"
"261","11.840875744","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"262","11.840917525","googleads.g.doubleclick.net","192.168.100.144","TCP","66","https(443)  >  54452 [FIN, ACK] Seq=5629 Ack=593 Win=66816 Len=0 TSval=913133112 TSecr=9309838"
"263","11.840925275","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"264","11.841815997","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"265","11.841941791","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"266","11.842757566","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"267","11.842880757","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"268","11.843698085","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"269","11.843828687","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"270","11.844643181","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"271","11.844767617","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"272","11.845601583","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"273","11.845722594","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"274","11.846392231","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=7612 Win=107520 Len=0 TSval=9309848 TSecr=3430298679"
"275","11.846474891","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=10448 Win=113152 Len=0 TSval=9309848 TSecr=3430298680"
"276","11.846605907","192.168.100.144","googleads.g.doubleclick.net","TCP","60","54452  >  https(443) [RST] Seq=593 Win=0 Len=0"
"277","11.846662307","192.168.100.144","googleads.g.doubleclick.net","TCP","60","54452  >  https(443) [RST] Seq=593 Win=0 Len=0"
"278","11.846736072","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=13284 Win=119040 Len=0 TSval=9309849 TSecr=3430298681"
"279","11.846832848","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=16120 Win=124672 Len=0 TSval=9309849 TSecr=3430298682"
"280","11.846898861","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=18956 Win=130304 Len=0 TSval=9309849 TSecr=3430298683"
"281","11.847029121","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=21792 Win=135936 Len=0 TSval=9309849 TSecr=3430298684"
"282","11.847069875","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"283","11.847204164","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"284","11.847225277","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=24628 Win=141568 Len=0 TSval=9309849 TSecr=3430298685"
"285","11.847619358","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=27464 Win=147200 Len=0 TSval=9309849 TSecr=3430298685"
"286","11.848170343","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"287","11.848296608","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"288","11.851552561","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=30300 Win=152832 Len=0 TSval=9309849 TSecr=3430298686"
"289","11.852933582","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=33136 Win=158720 Len=0 TSval=9309850 TSecr=3430298687"
"290","11.861271333","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"291","11.861313508","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"292","11.861675020","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"293","11.861702987","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"294","11.862510187","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data"
"295","11.862536977","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"296","11.863321137","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"297","11.863446641","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"298","11.863547284","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=35972 Win=164352 Len=0 TSval=9309853 TSecr=3430298701"
"299","11.864070030","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=38808 Win=169984 Len=0 TSval=9309853 TSecr=3430298701"
"300","11.864329808","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"301","11.864431222","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=41644 Win=175616 Len=0 TSval=9309853 TSecr=3430298702"
"302","11.864454477","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"303","11.865203820","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"304","11.865326619","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"305","11.866143336","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"306","11.866269536","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"307","11.866288946","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=44480 Win=181248 Len=0 TSval=9309854 TSecr=3430298703"
"308","11.866787801","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=47316 Win=186880 Len=0 TSval=9309854 TSecr=3430298704"
"309","11.867086993","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"310","11.867213885","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"311","11.867279587","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=50152 Win=192768 Len=0 TSval=9309854 TSecr=3430298705"
"312","11.868029713","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"313","11.868154475","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"314","11.868852743","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=52988 Win=198400 Len=0 TSval=9309854 TSecr=3430298706"
"315","11.869014742","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=55824 Win=204032 Len=0 TSval=9309854 TSecr=3430298707"
"316","11.869121052","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"317","11.869247754","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"318","11.869930187","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"319","11.870054049","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"320","11.870856427","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"321","11.870981423","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"322","11.871408156","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=58660 Win=209664 Len=0 TSval=9309855 TSecr=3430298708"
"323","11.871822118","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"324","11.871943920","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"325","11.872423465","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=61496 Win=215296 Len=0 TSval=9309855 TSecr=3430298709"
"326","11.872555170","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=64332 Win=220928 Len=0 TSval=9309855 TSecr=3430298710"
"327","11.872755389","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"328","11.872882123","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data, Application Data"
"329","11.873706479","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"330","11.873836545","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"331","11.874292751","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=67168 Win=226816 Len=0 TSval=9309855 TSecr=3430298711"
"332","11.874388820","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=70004 Win=232448 Len=0 TSval=9309856 TSecr=3430298712"
"333","11.874626404","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"334","11.874755464","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"335","11.875210813","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=72840 Win=238080 Len=0 TSval=9309856 TSecr=3430298713"
"336","11.875504888","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=75676 Win=243712 Len=0 TSval=9309856 TSecr=3430298714"
"337","11.875576665","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"338","11.875704628","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"339","11.876755018","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"340","11.876878207","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"341","11.877366031","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=78512 Win=249344 Len=0 TSval=9309856 TSecr=3430298714"
"342","11.877619973","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"343","11.877743912","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"344","11.878559920","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"345","11.878560008","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"346","11.879207006","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=81348 Win=254976 Len=0 TSval=9309856 TSecr=3430298715"
"347","11.879340049","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"348","11.879369053","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=84184 Win=260608 Len=0 TSval=9309857 TSecr=3430298716"
"349","11.879465656","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"350","11.880027372","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=87020 Win=266496 Len=0 TSval=9309857 TSecr=3430298717"
"351","11.880281498","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"352","11.880407819","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"353","11.881060098","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"354","11.881186968","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"355","11.881633991","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=89856 Win=272128 Len=0 TSval=9309857 TSecr=3430298718"
"356","11.881749697","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"357","11.881876058","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"358","11.882419506","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=92692 Win=277760 Len=0 TSval=9309857 TSecr=3430298719"
"359","11.882470594","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"360","11.882552562","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=95528 Win=283392 Len=0 TSval=9309858 TSecr=3430298720"
"361","11.882594376","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"362","11.883389333","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"363","11.883514175","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"364","11.883730858","192.168.100.144","googleads.g.doubleclick.net","TCP","66","54450  >  https(443) [ACK] Seq=1338 Ack=98364 Win=289024 Len=0 TSval=9309858 TSecr=3430298721"
"365","11.883868575","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"366","11.883998014","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"367","11.884575786","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"368","11.884702796","googleads.g.doubleclick.net","192.168.100.144","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
