,_ws.expert.group,_ws.expert.message,_ws.expert.severity,_ws.malformed.reassembly,arp.dst.hw_mac,arp.dst.proto_ipv4,arp.hw.size,arp.hw.type,arp.opcode,arp.proto.size,arp.proto.type,arp.src.hw_mac,arp.src.proto_ipv4,ber.bitstring.padding,frame.cap_len,frame.encap_type,frame.ignored,frame.interface_id,frame.interface_name,frame.len,frame.marked,frame.number,frame.offset_shift,frame.protocols,frame.time,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,dns.a,dns.cname,dns.count.add_rr,dns.count.answers,dns.count.auth_rr,dns.count.labels,dns.count.queries,dns.flags,dns.flags.authenticated,dns.flags.authoritative,dns.flags.checkdisable,dns.flags.opcode,dns.flags.rcode,dns.flags.recavail,dns.flags.recdesired,dns.flags.response,dns.flags.truncated,dns.flags.z,dns.id,dns.qry.class,dns.qry.name,dns.qry.name.len,dns.qry.type,dns.resp.class,dns.resp.len,dns.resp.name,dns.resp.ttl,dns.resp.type,dns.response_to,dns.time,eth.addr,eth.addr.oui,eth.addr.oui_resolved,eth.addr_resolved,eth.dst,eth.dst.ig,eth.dst.lg,eth.dst.oui,eth.dst.oui_resolved,eth.dst_resolved,eth.ig,eth.lg,eth.padding,eth.src,eth.src.ig,eth.src.lg,eth.src.oui,eth.src.oui_resolved,eth.src_resolved,eth.type,pkcs1.ECParameters,pkcs1.modulus,pkcs1.namedCurve,pkcs1.publicExponent,pkix1explicit.DirectoryString,pkix1implicit.AccessDescription_element,pkix1implicit.accessLocation,pkix1implicit.accessMethod,pkix1implicit.AuthorityInfoAccessSyntax,quic.ack.ack_delay,quic.ack.ack_range_count,quic.ack.first_ack_range,quic.ack.largest_acknowledged,quic.connection.number,quic.crypto.crypto_data,quic.crypto.length,quic.crypto.offset,quic.dcid,quic.dcil,quic.decryption_failed,quic.fixed_bit,quic.frame,quic.frame_type,quic.header_form,quic.length,quic.long.packet_type,quic.long.reserved,quic.packet_length,quic.packet_number,quic.packet_number_length,quic.padding_length,quic.payload,quic.remaining_payload,quic.scid,quic.scil,quic.short,quic.spin_bit,quic.token,quic.token_length,quic.version,ntp.flags,ntp.flags.li,ntp.flags.mode,ntp.flags.vn,ntp.org,ntp.ppoll,ntp.precision,ntp.rec,ntp.refid,ntp.reftime,ntp.rootdelay,ntp.rootdispersion,ntp.stratum,ntp.xmt,x509af.algorithm.id,x509af.algorithm_element,x509af.algorithmIdentifier_element,x509af.critical,x509af.encrypted,x509af.extension.id,x509af.Extension_element,x509af.extensions,x509af.issuer,x509af.notAfter,x509af.notBefore,x509af.rdnSequence,x509af.serialNumber,x509af.signature_element,x509af.signedCertificate_element,x509af.subject,x509af.subjectPublicKey,x509af.subjectPublicKeyInfo_element,x509af.utcTime,x509af.validity_element,x509af.version,x509ce.AuthorityKeyIdentifier_element,x509ce.BasicConstraintsSyntax_element,x509ce.cA,x509ce.CertificatePoliciesSyntax,x509ce.CRLDistPointsSyntax,x509ce.distributionPoint,x509ce.DistributionPoint_element,x509ce.dNSName,x509ce.fullName,x509ce.GeneralName,x509ce.GeneralNames,x509ce.id,x509ce.keyIdentifier,x509ce.KeyPurposeId,x509ce.KeyPurposeIDs,x509ce.KeyUsage,x509ce.KeyUsage.contentCommitment,x509ce.KeyUsage.cRLSign,x509ce.KeyUsage.dataEncipherment,x509ce.KeyUsage.decipherOnly,x509ce.KeyUsage.digitalSignature,x509ce.KeyUsage.encipherOnly,x509ce.KeyUsage.keyAgreement,x509ce.KeyUsage.keyCertSign,x509ce.KeyUsage.keyEncipherment,x509ce.pathLenConstraint,x509ce.policyIdentifier,x509ce.PolicyInformation_element,x509ce.PolicyQualifierInfo_element,x509ce.policyQualifiers,x509ce.SubjectKeyIdentifier,x509ce.uniformResourceIdentifier,x509if.id,x509if.rdnSequence,x509if.RDNSequence_item,x509if.RelativeDistinguishedName_item_element,x509sat.CountryName,x509sat.DirectoryString,udp.checksum,udp.checksum.status,udp.dstport,udp.length,udp.payload,udp.port,udp.srcport,udp.stream,udp.time_delta,udp.time_relative,ip.addr,ip.checksum,ip.checksum.status,ip.dsfield,ip.dsfield.dscp,ip.dsfield.ecn,ip.dst,ip.dst_host,ip.flags,ip.flags.df,ip.flags.mf,ip.flags.rb,ip.frag_offset,ip.hdr_len,ip.host,ip.id,ip.len,ip.proto,ip.src,ip.src_host,ip.ttl,ip.version
890,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,ens160f1,66.0,0.0,704.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.828994265 CEST",0.001610028,0.001610028,1661505551.8289945,25.383030088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,952.0,1.0,0.0,1.0,ens160f1,952.0,0.0,705.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:11.829440571 CEST",0.000446306,0.000446306,1661505551.8294404,25.383476394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,706.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.831212515 CEST",0.001771944,0.001771944,1661505551.8312123,25.385248338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,707.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.857072846 CEST",0.025860331,0.025860331,1661505551.8570728,25.411108669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,316.0,1.0,0.0,1.0,ens160f1,316.0,0.0,708.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:11.870681603 CEST",0.013608757,0.013608757,1661505551.8706815,25.424717426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,143.0,1.0,0.0,1.0,ens160f1,143.0,0.0,709.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:11.870681778 CEST",1.75e-07,1.75e-07,1661505551.8706815,25.424717601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,155.0,1.0,0.0,1.0,ens160f1,155.0,0.0,710.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:11.870681841 CEST",6.3e-08,6.3e-08,1661505551.8706818,25.424717664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,711.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.872879105 CEST",0.002197264,0.002197264,1661505551.8728793,25.426914928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,712.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.873363318 CEST",0.000484213,0.000484213,1661505551.8733633,25.427399141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,713.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.873395650 CEST",3.2332e-05,3.2332e-05,1661505551.8733957,25.427431473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,105.0,1.0,0.0,0.0,ens160f0,105.0,0.0,714.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:11.880708109 CEST",0.007312459,0.007312459,1661505551.880708,25.434743932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,ens160f1,66.0,0.0,715.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:11.899274062 CEST",0.018565953,0.018565953,1661505551.899274,25.453309885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,1105.0,1.0,0.0,0.0,ens160f0,1105.0,0.0,716.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.621019528 CEST",2.721745466,2.721745466,1661505554.6210196,28.175055351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,ens160f1,66.0,0.0,717.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:14.636513223 CEST",0.015493695,0.015493695,1661505554.6365132,28.190549046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,320.0,1.0,0.0,0.0,ens160f0,320.0,0.0,718.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.767930355 CEST",0.131417132,0.131417132,1661505554.7679305,28.321966178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,388.0,1.0,0.0,1.0,ens160f1,388.0,0.0,719.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.784225426 CEST",0.016295071,0.016295071,1661505554.7842257,28.338261249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,720.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:14.786605632 CEST",0.002380206,0.002380206,1661505554.7866056,28.340641455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,729.0,1.0,0.0,1.0,ens160f1,729.0,0.0,721.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.802115131 CEST",0.015509499,0.015509499,1661505554.8021152,28.356150954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,695.0,1.0,0.0,1.0,ens160f1,695.0,0.0,722.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.802277640 CEST",0.000162509,0.000162509,1661505554.8022776,28.356313463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,192.0,1.0,0.0,1.0,ens160f1,192.0,0.0,723.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.803495648 CEST",0.001218008,0.001218008,1661505554.8034956,28.357531471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,93.0,1.0,0.0,1.0,ens160f1,93.0,0.0,724.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:14.803619554 CEST",0.000123906,0.000123906,1661505554.8036196,28.357655377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,725.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:14.806660005 CEST",0.003040451,0.003040451,1661505554.80666,28.360695828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,726.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:14.809115848 CEST",0.002455843,0.002455843,1661505554.809116,28.363151671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,1193.0,1.0,0.0,0.0,ens160f0,1193.0,0.0,727.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:15.172513458 CEST",0.36339761,0.36339761,1661505555.1725135,28.726549281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,ens160f1,66.0,0.0,728.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:15.190357589 CEST",0.017844131,0.017844131,1661505555.1903577,28.744393412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,344.0,1.0,0.0,0.0,ens160f0,344.0,0.0,729.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:15.236976720 CEST",0.046619131,0.046619131,1661505555.2369769,28.791012543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,ens160f1,66.0,0.0,730.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:15.296868824 CEST",0.059892104,0.059892104,1661505555.2968688,28.850904647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,729.0,1.0,0.0,1.0,ens160f1,729.0,0.0,731.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:15.313258106 CEST",0.016389282,0.016389282,1661505555.313258,28.867293929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,,,,,,,,,,,,,,1019.0,1.0,0.0,1.0,ens160f1,1019.0,0.0,732.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:15.313575217 CEST",0.000317111,0.000317111,1661505555.3135753,28.86761104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,190.0,1.0,0.0,1.0,ens160f1,190.0,0.0,733.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:15.314584136 CEST",0.001008919,0.001008919,1661505555.314584,28.868619959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,93.0,1.0,0.0,1.0,ens160f1,93.0,0.0,734.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:15.314713126 CEST",0.00012899,0.00012899,1661505555.3147132,28.868748949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,735.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:15.315837121 CEST",0.001123995,0.001123995,1661505555.3158371,28.869872944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,66.0,1.0,0.0,0.0,ens160f0,66.0,0.0,736.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:15.318129296 CEST",0.002292175,0.002292175,1661505555.3181293,28.872165119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,1512.0,1.0,0.0,0.0,ens160f0,1512.0,0.0,737.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:16.149066993 CEST",0.830937697,0.830937697,1661505556.1490667,29.703102816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,ens160f1,66.0,0.0,738.0,0.0,eth:ethertype:ip:tcp,"Aug 26, 2022 11:19:16.283019403 CEST",0.13395241,0.13395241,1661505556.2830193,29.837055226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,894.0,1.0,0.0,1.0,ens160f1,894.0,0.0,739.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:16.921716009 CEST",0.638696606,0.638696606,1661505556.921716,30.475751832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,104.0,1.0,0.0,1.0,ens160f1,104.0,0.0,740.0,0.0,eth:ethertype:ip:tcp:tls,"Aug 26, 2022 11:19:16.921870461 CEST",0.000154452,0.000154452,1661505556.9218705,30.475906284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
